rm_id,product_id,product_version,raw_material_alloy,raw_material_format_type,stock_location
3122,91901460,33.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,35.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,37.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,38.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,39.0,Shredded 95% PC - Alumisel,47.0,SC 03
3123,91901460,3.0,Shredded 95% PC - Hernández,47.0,SB 16
3123,91901460,5.0,Shredded 95% PC - Hernández,47.0,SB 16
3123,91901460,6.0,Shredded 95% PC - Hernández,47.0,SB 16
3123,91901460,7.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,9.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,10.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,11.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,13.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,14.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,16.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,17.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,18.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,19.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,20.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,21.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,22.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,25.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,28.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,29.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,30.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,32.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,34.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,35.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,36.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,37.0,Shredded 95% PC - Hernández,47.0,SC 05
3123,91901460,38.0,Shredded 95% PC - Hernández,47.0,SC 05
3124,91901460,5.0,Shredded 95% PC - Hymcor,47.0,SC 02
3124,91901460,7.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,9.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,10.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,11.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,12.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,13.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,14.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,16.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,17.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,19.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,20.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,21.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,22.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,25.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,28.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,29.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,30.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,32.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,33.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,34.0,Shredded 95% PC - Hymcor,47.0,SB 09
3124,91901460,35.0,Shredded 95% PC - Hymcor,47.0,SC 06
3124,91901460,36.0,Shredded 95% PC - Hymcor,47.0,SC 06
3125,91901460,5.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,6.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,7.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,9.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,10.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,11.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,13.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,14.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,16.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,17.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,18.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,19.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,20.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,21.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,22.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,23.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,26.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,29.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,30.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,31.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,33.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,34.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,35.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,36.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,37.0,Shredded 95% PC - RVO,47.0,SC 02
3125,91901460,38.0,Shredded 95% PC - RVO,47.0,SC 02
3126,91901460,5.0,Shredded 95% PC - SAU,47.0,SC 04
3126,91901460,6.0,Shredded 95% PC - SAU,47.0,SC 04
3126,91901460,7.0,Shredded 95% PC - SAU,47.0,SB 07
3126,91901460,9.0,Shredded 95% PC - EURO SPAIN,47.0,SC 04
3126,91901460,11.0,Shredded 95% PC - EURO SPAIN,47.0,SC 04
3126,91901460,12.0,Shredded 95% PC - EURO SPAIN,47.0,SC 01
3126,91901460,13.0,Shredded 95% PC - EURO SPAIN,47.0,SC 04
3126,91901460,14.0,Shredded 95% PC - EURO SPAIN,47.0,SC 01
3126,91901460,15.0,Shredded 95% PC - EURO SPAIN,47.0,SC 04
3126,91901460,16.0,Shredded 95% PC - EURO SPAIN,47.0,SC 04
3126,91901460,18.0,Shredded 95% PC - EURO SPAIN,47.0,SC 04
3126,91901460,19.0,Shredded 95% PC - EURO SPAIN,47.0,SC 01
3126,91901460,20.0,Shredded 95% PC - EURO SPAIN,47.0,SC 01
3126,91901460,21.0,Shredded 95% PC - EURO SPAIN,47.0,SC 04
3126,91901460,22.0,Shredded 95% PC - EURO SPAIN,47.0,SC 04
3126,91901460,23.0,Shredded 95% PC - EURO SPAIN,47.0,SC 04
3126,91901460,24.0,Shredded 95% PC - EURO SPAIN,47.0,SB 08
3126,91901460,25.0,Shredded 95% PC - EURO SPAIN,47.0,SC 01
3126,91901460,27.0,Shredded 95% PC - EURO SPAIN,47.0,SB 08
3126,91901460,30.0,Shredded 95% PC - EURO SPAIN,47.0,SC 01
3126,91901460,31.0,Shredded 95% PC - EURO SPAIN,47.0,SC 04
3126,91901460,32.0,Shredded 95% PC - EURO SPAIN,47.0,SC 04
3126,91901460,34.0,Shredded 95% PC - EURO SPAIN,47.0,SC 01
3126,91901460,35.0,Shredded 95% PC - EURO SPAIN,47.0,SC 01
3126,91901460,36.0,Shredded 95% PC - EURO SPAIN,47.0,SC 01
3126,91901460,37.0,Shredded 95% PC - EURO SPAIN,47.0,SC 01
3126,91901460,38.0,Shredded 95% PC - EURO SPAIN,47.0,SC 01
3126,91901460,39.0,Shredded 95% PC - EURO SPAIN,47.0,SC 01
3126,91901460,40.0,Shredded 95% PC - EURO SPAIN,47.0,SC 01
3142,91901535,1.0,CPS 6060 Triturado F.E.,36.0,SB 11 B
3142,91901535,2.0,CPS 6060 Triturado F.E.,36.0,SB 11 B
3142,91901535,4.0,CPS 6060 Triturado F.E.,36.0,SB 11 B
3142,91901535,5.0,CPS 6060 Triturado F.E.,36.0,SB 10 B
3142,91901535,6.0,CPS 6060 Triturado F.E.,36.0,SB 11 A
3142,91901535,8.0,CPS 6060 Triturado F.E.,36.0,SB 11 A
3142,91901535,9.0,CPS 6060 Triturado F.E.,36.0,SB 11 A
3142,91901535,12.0,CPS 6060 Triturado F.E.,47.0,SB 11 A
3142,91901535,13.0,CPS 6060 Triturado F.E.,47.0,SB 12 A
3142,91901535,18.0,CPS 6060 TRITURADO FE,47.0,SB 11 B
3142,91901535,19.0,CPS 6060 TRITURADO FE,47.0,SB 11
3142,91901535,21.0,CPS 6060 TRITURADO FE,47.0,SB 11
3142,91901535,22.0,CPS 6060 TRITURADO FE,47.0,SB 11 A
3142,91901535,23.0,CPS 6060 TRITURADO FE,47.0,SB 11 B
3142,91901535,24.0,CPS 6060 TRITURADO FE,47.0,SA 00
3144,91901530,2.0,CPS 6060 Lac Triturado F.E.,36.0,SB 11 A
3144,91901530,4.0,CPS 6060 Lac Triturado F.E.,36.0,SB 11 A
3161,91901540,1.0,CPS 6005 Triturado F.E.,36.0,SB 18 A
3161,91901540,3.0,CPS 6005 Triturado F.E.,36.0,SB 18 A
3161,91901540,4.0,CPS 6005 Triturado F.E.,36.0,SB 18 A
3161,91901540,7.0,CPS 6005 Triturado F.E.,36.0,SB 18 A
3161,91901540,10.0,CPS 6005 Triturado F.E.,47.0,SB 18 A
3161,91901540,12.0,CPS 6005 Triturado F.E.,47.0,SB 11 B
3162,91901541,1.0,CPS 6082 Triturado F.E.,36.0,SB 20 B
3162,91901541,4.0,CPS 6082 Triturado F.E.,36.0,SB 20 B
3162,91901541,5.0,CPS 6082 Triturado F.E.,36.0,SB 20 B
3162,91901541,6.0,CPS 6082 Triturado F.E.,36.0,SB 11 B
3162,91901541,12.0,CPS 6082 Triturado F.E.,36.0,SB 15 B
3201,91901460,3.0,Shredded 95% PC - Ambigroup,47.0,SC 05
3201,91901460,34.0,Shredded 95% PC - Ambigroup,47.0,SB 16 B
3222,91901460,2.0,shredded profile scrap PC 95%,47.0,SB 14
3222,91901460,5.0,shredded profile scrap PC 95%,47.0,SB 16
3241,91901342,1.0,Shredded material 6063,47.0,SB 16
3241,91901342,4.0,Shredded material 6063,47.0,SB 14
3265,91901460,1.0,Shredded 95% PC - Mirada Levan,47.0,SB 08
3265,91901460,2.0,Shredded 95% PC - Mirada Levan,47.0,SB 08
3265,91901460,3.0,Shredded 95% PC - Mirada Levan,47.0,SB 08
3265,91901460,5.0,Shredded 95% PC - Mirada Levan,47.0,SB 10 B
3265,91901460,6.0,Shredded 95% PC - Mirada Levan,47.0,SB 08
3265,91901460,10.0,Shredded 95% PC - Mirada Levan,47.0,SB 13
3265,91901460,13.0,Shredded 95% PC - Mirada Levan,47.0,SB 16 A
3265,91901460,15.0,Shredded 95% PC - Mirada Levan,47.0,SB 16
3265,91901460,16.0,Shredded 95% PC - Mirada Levan,47.0,SB 16
3265,91901460,17.0,Shredded 95% PC - Mirada Levan,47.0,SB 16
3265,91901460,18.0,Shredded 95% PC - Mirada Levan,47.0,SB 16
3265,91901460,21.0,Shredded 95% PC - Mirada Levan,47.0,SB 16
3265,91901460,24.0,Shredded 95% PC - Mirada Levan,47.0,SB 16
3265,91901460,25.0,Shredded 95% PC - Mirada Levan,47.0,SB 16
3265,91901460,26.0,Shredded 95% PC - Mirada Levan,47.0,SB 16
3265,91901460,28.0,Shredded 95% PC - Mirada Levan,47.0,SB 16
3265,91901460,29.0,Shredded 95% PC - Mirada Levan,47.0,SC 04
3265,91901460,30.0,Shredded 95% PC - Mirada Levan,47.0,SC 04
3282,91901460,2.0,Shredded 95% PC - Bolueta,47.0,SB 06
3282,91901460,4.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,5.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,6.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,7.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,8.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,9.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,11.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,12.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,14.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,15.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,16.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,17.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,18.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,21.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,24.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,25.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,26.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,28.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,29.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,30.0,Shredded 95% PC - Bolueta,47.0,SC 06
3282,91901460,31.0,Shredded 95% PC - Bolueta,47.0,SB 09
3282,91901460,32.0,Shredded 95% PC - Bolueta,47.0,SB 09
3362,91900272,1.0,RCSPA Granalla,21.0,SB CS Granalla (Chamizo)
3362,91900272,20.0,RCSPA Granalla,21.0,Granalla
3362,91900272,22.0,RCSPA Granalla,21.0,Granalla
3362,91902090,24.0,Granalla,21.0,Lavadero - Granalla
3362,91902090,25.0,Granalla,21.0,Lavadero - Granalla
3362,91902090,26.0,Granalla,21.0,Lavadero - Granalla
3362,91902090,27.0,Granalla,21.0,Lavadero - Granalla
3381,91901713,9.0,CPS Briquetas 6060,16.0,SB Briquetas
3381,91901713,10.0,CPS Briquetas 6060,16.0,SA 60A
3381,91901713,12.0,CPS Briquetas 6060,16.0,SB 13
3381,91901713,19.0,CPS 6060 Briquetas,16.0,SB 12
3381,91901713,22.0,CPS 6060 Briquetas,16.0,SB 11 A
3381,91901713,25.0,CPS 6060 Briquetas,16.0,Briquetas Lavadero
3381,91901713,26.0,CPS 6060 Briquetas,16.0,Lavadero - Briquetas
3381,91901713,27.0,CPS 6060 Briquetas,16.0,Lavadero - Briquetas
3381,91901713,28.0,CPS 6060 Briquetas,16.0,Lavadero - Briquetas
3421,91900160,5.0,CPS Prof 6082,35.0,SA Tren 6082
3421,91900160,8.0,CPS Prof 6082,35.0,SA Tren 6082
3421,91900160,9.0,CPS Prof 6082,35.0,SA Tren 6082
3421,91900160,11.0,CPS Prof 6082,35.0,SA Tren 6082
3421,91900160,13.0,CPS Prof 6082,35.0,SA Tren 6082
3421,91900160,14.0,CPS Prof 6082,35.0,SA 57
3421,91900160,17.0,CPS 6082,35.0,6082 Tren
3421,91900160,18.0,CPS 6082,35.0,6082 Tren
3421,91900160,20.0,CPS 6082,35.0,6082 Tren
3421,91900160,22.0,CPS 6082,35.0,6082 Tren
3421,91900160,23.0,CPS 6082,35.0,6082 Tren
3421,91900160,24.0,CPS 6082,35.0,SA 10
3421,91900160,25.0,CPS 6082,35.0,SA 10
3421,91900160,26.0,CPS 6082,35.0,SA 10
3441,91900143,5.0,CPS Prof 6060,35.0,SA 57
3441,91900143,8.0,CPS Prof 6060,35.0,SA 57
3441,91900143,9.0,CPS Prof 6060,35.0,SA 58
3441,91900143,10.0,CPS Prof 6060,35.0,SA 58
3441,91900143,14.0,CPS Prof 6060,35.0,SA 59
3441,91900143,15.0,CPS Prof 6060,35.0,SA 56
3441,91900143,17.0,CPS Prof 6060,35.0,SA 59
3441,91900143,18.0,CPS Prof 6060,35.0,SA 58
3441,91900143,19.0,CPS Prof 6060,35.0,SA 58
3441,91900143,22.0,CPS Prof 6060,35.0,SA 59
3461,91901460,27.0,Shredded 95% PC - EURO SPAIN,47.0,SB 99
3481,91901460,6.0,Shredded 95% PC - Suez,47.0,SB 16
3481,91901460,7.0,Shredded 95% PC - Suez,47.0,SB 16
3501,91901324,1.0,CS Melé,47.0,SB 11
3541,91901324,4.0,RCS 6082,6.0,SB 11 A
3581,91901215,19.0,Cacharro 100% PC - Euro Spain,47.0,SB 11 B
3581,91901215,35.0,Cacharro 100% PC - Euro Spain,47.0,SB 14
3601,1026,9.0,Ti - Bors,31.0,AA06
3601,1026,10.0,Ti - Bors,31.0,AA06
3601,1026,14.0,Ti - Bors,31.0,AA06
3601,1026,15.0,Ti - Bors,31.0,AA06
3601,1026,16.0,Ti - Bors,31.0,AA06
3621,1026,9.0,Ti-Bors bobina,15.0,AA07
3621,1026,10.0,Ti-Bors bobina,15.0,AA07
3621,1026,14.0,Ti-Bors bobina,15.0,AA07
3621,1026,15.0,Ti-Bors bobina,15.0,AA00
3642,91901781,2.0,Melé 95% PC - Alumisel,47.0,SB 11 B
3642,91901781,4.0,Melé 95% PC - Alumisel,47.0,SB 12
3642,91901781,7.0,Melé 95% PC - Alumisel,47.0,SB 11 B
3642,91901781,8.0,Melé 95% PC - Alumisel,47.0,SB 11 A
3642,91901781,15.0,Melé 95% PC - Alumisel,47.0,SB 20
3642,91901781,19.0,Melé 95% PC - Alumisel,47.0,SB 11 A
3642,91901781,21.0,Melé 95% PC - Alumisel,47.0,SB 11 A
3642,91901781,23.0,Melé 95% PC - Alumisel,47.0,SB 11 A
3642,91901781,27.0,Melé 95% PC - Alumisel,47.0,SB 15
3642,91901781,30.0,Melé 95% PC - Alumisel,47.0,SB 15
3642,91901781,31.0,Melé 95% PC - Alumisel,47.0,SB 15 A
3701,91901460,5.0,Shredded 95% PC - Acin,47.0,SB 11
3701,91901460,20.0,Shredded 95% PC - Acin,47.0,SB 16
3701,91901460,21.0,Shredded 95% PC - Acin,47.0,SB 16 A
3701,91901460,23.0,Shredded 95% PC - Acin,47.0,SB 18 A
3761,91900152,5.0,"PM 99,7",14.0,SA 61
3761,91900152,6.0,"PM 99,7",14.0,SA 61
3761,91900152,15.0,"PM 99,7",14.0,PM Tren (Tocho)
3761,91900152,16.0,"PM 99,7",14.0,PM Tren (Tocho)
3761,91900152,18.0,"PM 99,7",14.0,PM Tren (Tocho)
3761,91900152,19.0,"PM 99,7",14.0,PM Tren (Tocho)
3761,91900152,20.0,"PM 99,7",14.0,PM Tren (Tocho)
3761,91900152,21.0,"PM 99,7",14.0,PM Tren (Tocho)
3762,91900152,8.0,"PM 99,7",11.0,SA 61
3781,91900143,2.0,CPS Prof 6060,1.0,SB 01
3781,91900143,3.0,CPS Prof 6060,1.0,SB 01
3781,91900143,5.0,CPS Prof 6060,1.0,SB 01
3781,91900143,11.0,CPS Prof 6060,1.0,SB 04
3781,91900143,14.0,CPS Prof 6060,1.0,SB 01
3781,91900143,16.0,CPS Prof 6060,1.0,SB 01
3781,91900143,20.0,CPS 6060,3.0,SB 04
3781,91900143,21.0,CPS 6060,3.0,SB 02
3781,91900143,22.0,CPS 6060,3.0,SB 08
3781,91900143,24.0,CPS 6060,3.0,SB 05
3781,91900143,25.0,CPS 6060,3.0,SB 02
3781,91900143,26.0,CPS 6060,3.0,SB 03
3781,91900143,27.0,CPS 6060,3.0,SB 01
3781,91900143,28.0,CPS 6060,3.0,SB 02
3802,91901752,6.0,Aerosol 100% PC,47.0,SB 11 A
3821,91900182,1.0,CSPA Wire 99.5,15.0,SB 10
3821,91900182,2.0,CSPA Wire 99.5,15.0,SB 08 B
3841,91900143,3.0,CPS Prof 6060,3.0,SB 01
3841,91900143,12.0,CPS 6060 COMPACTADO,3.0,SB 02
3841,91900143,14.0,CPS 6060 COMPACTADO,3.0,SB 02
3841,91900143,15.0,CPS 6060 COMPACTADO,3.0,SB 02
3865,91900143,7.0,CPS 6060 LARGO,35.0,SA 58
3865,91900143,8.0,CPS 6060 LARGO,35.0,SA 63
3865,91900143,9.0,CPS 6060 LARGO,35.0,SA 59
3865,91900143,10.0,CPS 6060 LARGO,35.0,SA 63
3865,91900143,11.0,CPS 6060 LARGO,35.0,SA 63
3865,91900143,13.0,CPS 6060,35.0,SA 64
3865,91900143,14.0,CPS 6060,35.0,SA 62
3865,91900143,16.0,CPS 6060,35.0,SA 63
3865,91900143,18.0,CPS 6060,35.0,SA 62
3865,91900143,20.0,CPS 6060,35.0,SA 05
3865,91900143,21.0,CPS 6060,35.0,SA 04
3865,91900143,22.0,CPS 6060,35.0,SA 06
3865,91900143,23.0,CPS 6060,35.0,SA 04
3865,91900143,24.0,CPS 6060,35.0,SA 05
3883,91900471,2.0,CS 5754,6.0,SB 20
3883,91900471,5.0,CS 5754,6.0,SB 20
3883,91900471,9.0,CS 5754,6.0,SB 20
3883,91900471,14.0,CS 5754,6.0,SB 20
3883,91900471,16.0,CS 5754,6.0,SB 20
3883,91900471,19.0,CS 5754,6.0,SB 20
3883,91900471,22.0,CS 5754,6.0,SB 20
3883,91900471,23.0,CS 5754,6.0,SB 20
3883,91900471,27.0,CS 5754,6.0,SB 20
3883,91900471,28.0,CS 5754,6.0,SB 20
3901,91901440,7.0,CSPA Wire 99.5 PC 100%,47.0,SB 17
3901,91901440,9.0,Cable - 100%,47.0,SB 17
3901,91901440,12.0,Cable - 100%,47.0,SB 17
3901,91901440,13.0,Cable - 100%,47.0,SB 17
3901,91901440,14.0,Cable - 100%,47.0,SB 17
3901,91901440,15.0,Cable - 100%,47.0,SB 17
3901,91901440,16.0,Cable - 100%,47.0,SB 17
3901,91901440,17.0,Cable - 100%,47.0,SB 17
3901,91901440,18.0,Cable - 100%,47.0,SB 17
3901,91901440,19.0,Cable - 100%,47.0,SB 17
3901,91901440,20.0,Cable - 100%,47.0,SB 17
3901,91901440,21.0,Cable - 100%,47.0,SB 17
3921,91901440,11.0,Cable - 100%,3.0,Cable Lavadero
3941,91900146,3.0,CPS 6005 A,36.0,SB 11
3941,91900146,4.0,CPS 6005 A,36.0,SB 11
4021,91901540,1.0,CPS 6005 TRITURADO FE,47.0,SB 11
4021,91901540,5.0,CPS 6005 TRITURADO FE,47.0,SB 11
4021,91901540,8.0,CPS 6005 TRITURADO FE,47.0,SB 11 B
4021,91901540,9.0,CPS 6005 TRITURADO FE,47.0,SA 00
4044,91901541,2.0,CPS 6082 TRITURADO FE,47.0,SB 11
4044,91901541,4.0,CPS 6082 TRITURADO FE,47.0,SB 11 A
4081,91900270,4.0,Litografía,3.0,SB 11 B
4081,91900270,9.0,Litografía,3.0,SB 16
4081,91900270,13.0,Litografía,3.0,SB 13
4081,91900270,15.0,Litografía,3.0,Lavadero - Lito
4101,91901752,1.0,Aerosol,3.0,Aerosol Lavadero
4161,91900303,3.0,CPS 6005 (lacado),36.0,SA 01 A
4161,91900303,10.0,CPS 6005 (lacado),35.0,SB 18 B
4222,91901460,1.0,Shredded 95% PC - Fercometal,47.0,SB 14
4222,91901460,2.0,Shredded 95% PC - Fercometal,47.0,SB 14
4222,91901460,3.0,Shredded 95% PC - Fercometal,47.0,SC 04
4222,91901460,4.0,Shredded 95% PC - Fercometal,47.0,SC 04
4222,91901460,5.0,Shredded 95% PC - Fercometal,47.0,SC 04
4222,91901460,6.0,Shredded 95% PC - Fercometal,47.0,SC 04
4263,91901460,2.0,Shredded 95% PC - Alberich,47.0,SB 16
4263,91901460,3.0,Shredded 95% PC - Alberich,47.0,SB 14
4263,91901460,4.0,Shredded 95% PC - Alberich,47.0,SB 14
4263,91901460,5.0,Shredded 95% PC - Alberich,47.0,SB 12
4263,91901460,6.0,Shredded 95% PC - Alberich,47.0,SB 18
4302,91902061,4.0,CS 1100 alloy,47.0,Lavadero - 1100
4302,91902061,5.0,CS 1100 alloy,47.0,Lavadero - 1100
4302,91902061,7.0,CS 1100 alloy,47.0,SB 15
4343,91901215,1.0,Cacharro,47.0,SB 15
4381,91901320,5.0,Shredded 0% PC,47.0,SB 12
4401,91901370,3.0,Shredded 100% PC,47.0,SB 14 A
4441,91900152,4.0,"PM 99,7",12.0,PM Lavadero
4443,91900152,2.0,"PM 99,7",12.0,PM Tren
4443,91900152,3.0,"PM 99,7",12.0,PM Tren
4443,91900152,4.0,"PM 99,7",12.0,PM Tren
4461,91901250,2.0,CPS 6005 (anodizado),35.0,SB 08 A
4462,91901113,3.0,CPS 6082 (anodizado),35.0,SB 16
4463,91900304,3.0,CPS 6082 (lacado),35.0,SA 00
4481,91901215,2.0,Melé 95% PC - Acín,47.0,SB 15
4481,91901215,9.0,Melé 95% PC - Acín,47.0,SB 18 A
4501,91901370,2.0,Shredded 100% PC,47.0,DELETED_12.05:2025_SB 16 B
